Chr	Pos_start	Pos_end	Coverage	Methylation	Strand
bctg00000000_np1212	1604185	1604186	1	1	+
bctg00000000_np1212	1604187	1604188	2	1	-
bctg00000000_np1212	1604196	1604197	1	1	+
bctg00000000_np1212	1604198	1604199	2	1	-
bctg00000000_np1212	1605426	1605427	2	1	+
bctg00000000_np1212	1605428	1605429	2	1	-
bctg00000000_np1212	1606716	1606717	2	1	+
bctg00000000_np1212	1606718	1606719	2	1	-
bctg00000000_np1212	1606885	1606886	2	1	+
bctg00000000_np1212	1606887	1606888	2	1	-
bctg00000000_np1212	1607841	1607842	1	1	+
bctg00000000_np1212	1607843	1607844	1	1	-
bctg00000000_np1212	1607898	1607899	2	1	+
bctg00000000_np1212	1608082	1608083	2	1	+
bctg00000000_np1212	1608358	1608359	1	1	-
bctg00000000_np1212	1609584	1609585	2	1	+
bctg00000000_np1212	1609690	1609691	1	1	+
bctg00000000_np1212	1610047	1610048	5	0.8	+
bctg00000000_np1212	1610074	1610075	5	1	+
bctg00000000_np1212	1610293	1610294	3	1	+
bctg00000000_np1212	1610447	1610448	4	1	+
bctg00000000_np1212	1610981	1610982	5	1	+
bctg00000000_np1212	1611397	1611398	4	1	+
bctg00000000_np1212	1611583	1611584	4	1	+
bctg00000000_np1212	1611770	1611771	4	0.5	+
bctg00000000_np1212	1613329	1613330	2	1	+
bctg00000000_np1212	1613359	1613360	3	1	+
bctg00000000_np1212	1613808	1613809	3	1	+
bctg00000000_np1212	1614339	1614340	3	1	+
bctg00000000_np1212	1615349	1615350	4	1	+
bctg00000000_np1212	1615351	1615352	2	1	-
bctg00000000_np1212	1616019	1616020	4	1	+
bctg00000000_np1212	1616021	1616022	1	1	-
bctg00000000_np1212	1616129	1616130	3	0.6667	+
bctg00000000_np1212	1616131	1616132	1	1	-
bctg00000000_np1212	1616608	1616609	1	1	+
bctg00000000_np1212	1616610	1616611	1	1	-
bctg00000000_np1212	1616828	1616829	5	0.8	+
bctg00000000_np1212	1616830	1616831	1	0	-
bctg00000000_np1212	1617144	1617145	6	1	+
bctg00000000_np1212	1617146	1617147	1	1	-
bctg00000000_np1212	1617567	1617568	4	1	+
bctg00000000_np1212	1617569	1617570	1	1	-
bctg00000000_np1212	1617643	1617644	5	1	+
bctg00000000_np1212	1618079	1618080	4	1	+
bctg00000000_np1212	1619098	1619099	3	1	+
bctg00000000_np1212	1619370	1619371	2	1	+
bctg00000000_np1212	1619886	1619887	3	0.6667	+
bctg00000000_np1212	1620119	1620120	4	0.75	+
bctg00000000_np1212	1620221	1620222	2	1	+
bctg00000000_np1212	1620307	1620308	4	1	+
bctg00000000_np1212	1620365	1620366	2	1	+
bctg00000000_np1212	1620424	1620425	3	1	+
bctg00000000_np1212	1620480	1620481	3	1	+
bctg00000000_np1212	1621584	1621585	2	1	+
bctg00000000_np1212	1622637	1622638	4	0.75	+
bctg00000000_np1212	1624528	1624529	4	1	+
bctg00000000_np1212	1624530	1624531	1	1	-
bctg00000000_np1212	1625129	1625130	5	1	+
bctg00000000_np1212	1625641	1625642	2	1	+
bctg00000000_np1212	1625643	1625644	1	0	-
bctg00000000_np1212	1625654	1625655	5	1	+
bctg00000000_np1212	1625656	1625657	1	1	-
bctg00000000_np1212	1626718	1626719	1	1	+
bctg00000000_np1212	1628140	1628141	5	1	+
bctg00000000_np1212	1629217	1629218	4	1	+
bctg00000000_np1212	1629397	1629398	4	1	+
bctg00000000_np1212	1630454	1630455	1	1	+
bctg00000000_np1212	1630637	1630638	3	0.6667	+
bctg00000000_np1212	1632264	1632265	6	0.6667	+
bctg00000000_np1212	1632487	1632488	6	0.6667	+
bctg00000000_np1212	1632642	1632643	5	1	+
bctg00000000_np1212	1632665	1632666	5	1	+
bctg00000000_np1212	1632883	1632884	5	1	+
bctg00000000_np1212	1633218	1633219	3	1	+
bctg00000000_np1212	1633306	1633307	5	1	+
bctg00000000_np1212	1633585	1633586	4	1	+
bctg00000000_np1212	1633597	1633598	4	0.25	+
bctg00000000_np1212	1634005	1634006	2	1	+
bctg00000000_np1212	1634495	1634496	3	1	+
bctg00000000_np1212	1634607	1634608	2	1	+
bctg00000000_np1212	1634638	1634639	3	1	+
bctg00000000_np1212	1635326	1635327	3	1	+
bctg00000000_np1212	1635522	1635523	3	1	+
bctg00000000_np1212	1635727	1635728	4	1	+
bctg00000000_np1212	1635945	1635946	3	1	+
bctg00000000_np1212	1636080	1636081	3	1	+
bctg00000000_np1212	1636374	1636375	1	1	+
bctg00000000_np1212	1636390	1636391	2	0.5	+
bctg00000000_np1212	1636399	1636400	3	1	+
bctg00000000_np1212	1637754	1637755	2	0	+
bctg00000000_np1212	1638219	1638220	2	0.5	+
bctg00000000_np1212	1638274	1638275	3	1	+
bctg00000000_np1212	1638399	1638400	2	1	+
bctg00000000_np1212	1638722	1638723	3	1	+
bctg00000000_np1212	1638914	1638915	2	1	+
bctg00000000_np1212	1638935	1638936	3	1	+
bctg00000000_np1212	1639492	1639493	3	0.6667	+
bctg00000000_np1212	1639631	1639632	2	1	+
bctg00000000_np1212	1640155	1640156	3	1	+
bctg00000000_np1212	1640351	1640352	2	1	+
bctg00000000_np1212	1641070	1641071	2	0.5	+
bctg00000000_np1212	1641236	1641237	3	1	+
bctg00000000_np1212	1641400	1641401	1	1	+
bctg00000000_np1212	1641496	1641497	2	1	+
bctg00000000_np1212	1642952	1642953	1	1	+
bctg00000000_np1212	1643001	1643002	2	0.5	+
bctg00000000_np1212	1643072	1643073	2	1	+
bctg00000000_np1212	1643652	1643653	2	1	+
bctg00000000_np1212	1643768	1643769	2	1	+
bctg00000000_np1212	1643794	1643795	2	1	+
bctg00000000_np1212	1644240	1644241	2	1	+
bctg00000000_np1212	1644278	1644279	2	1	+
bctg00000000_np1212	1644383	1644384	1	1	+
bctg00000000_np1212	1644541	1644542	1	1	+
bctg00000000_np1212	1644869	1644870	3	1	+
bctg00000000_np1212	1645206	1645207	3	1	+
bctg00000000_np1212	1645755	1645756	4	0.25	+
bctg00000000_np1212	1647007	1647008	2	1	+
bctg00000000_np1212	1649543	1649544	4	1	+
bctg00000000_np1212	1649797	1649798	4	1	+
bctg00000000_np1212	1649799	1649800	1	1	-
bctg00000000_np1212	1650476	1650477	4	1	+
bctg00000000_np1212	1651048	1651049	3	1	+
bctg00000000_np1212	1651677	1651678	3	1	+
bctg00000000_np1212	1653271	1653272	8	1	+
bctg00000000_np1212	1653705	1653706	7	1	+
bctg00000000_np1212	1655194	1655195	4	1	+
bctg00000000_np1212	1656509	1656510	4	1	+
bctg00000000_np1212	1656673	1656674	4	1	+
bctg00000000_np1212	1656675	1656676	1	1	-
bctg00000000_np1212	1658233	1658234	5	1	+
bctg00000000_np1212	1658235	1658236	1	1	-
bctg00000000_np1212	1658332	1658333	3	0.3333	+
bctg00000000_np1212	1658334	1658335	1	0	-
bctg00000000_np1212	1658882	1658883	5	0.6	+
bctg00000000_np1212	1658905	1658906	2	1	+
bctg00000000_np1212	1659793	1659794	5	1	+
bctg00000000_np1212	1661218	1661219	2	1	+
bctg00000000_np1212	1661220	1661221	1	1	-
bctg00000000_np1212	1664761	1664762	3	1	+
bctg00000000_np1212	1665597	1665598	1	1	+
bctg00000000_np1212	1665599	1665600	1	1	-
bctg00000000_np1212	1666224	1666225	3	0.6667	+
bctg00000000_np1212	1666226	1666227	1	1	-
bctg00000000_np1212	1666547	1666548	3	1	+
bctg00000000_np1212	1666608	1666609	3	0.6667	+
bctg00000000_np1212	1666817	1666818	2	1	+
bctg00000000_np1212	1667632	1667633	2	1	+
bctg00000000_np1212	1667634	1667635	1	1	-
bctg00000000_np1212	1667841	1667842	1	1	+
bctg00000000_np1212	1668191	1668192	1	1	-
bctg00000000_np1212	1668388	1668389	1	1	-
bctg00000000_np1212	1668870	1668871	1	1	-
bctg00000000_np1212	1669432	1669433	1	1	-
bctg00000000_np1212	1674470	1674471	1	0	+
bctg00000000_np1212	1675873	1675874	1	1	+
bctg00000000_np1212	1678114	1678115	1	1	-
bctg00000000_np1212	1678267	1678268	1	0	-
bctg00000000_np1212	1679819	1679820	2	1	+
bctg00000000_np1212	1680647	1680648	1	1	+
bctg00000000_np1212	1680716	1680717	1	1	+
bctg00000000_np1212	1680803	1680804	1	1	+
bctg00000000_np1212	1680939	1680940	1	1	+
bctg00000000_np1212	1681862	1681863	1	1	+
bctg00000000_np1212	1683253	1683254	1	1	+
bctg00000000_np1212	1683796	1683797	1	1	+
bctg00000000_np1212	1683798	1683799	1	1	-
bctg00000000_np1212	1684033	1684034	1	1	+
bctg00000000_np1212	1684035	1684036	1	1	-
bctg00000000_np1212	1684270	1684271	2	1	+
bctg00000000_np1212	1684272	1684273	1	1	-
bctg00000000_np1212	1686089	1686090	1	1	+
bctg00000000_np1212	1686091	1686092	2	1	-
bctg00000000_np1212	1686480	1686481	2	1	-
bctg00000000_np1212	1686659	1686660	1	1	+
bctg00000000_np1212	1686661	1686662	2	1	-
bctg00000000_np1212	1686760	1686761	1	1	+
bctg00000000_np1212	1686762	1686763	2	1	-
bctg00000000_np1212	1686832	1686833	1	1	+
bctg00000000_np1212	1686834	1686835	2	1	-
bctg00000000_np1212	1687103	1687104	1	1	+
bctg00000000_np1212	1687105	1687106	2	1	-
bctg00000000_np1212	1688009	1688010	1	1	-
bctg00000000_np1212	1688157	1688158	1	1	-
bctg00000000_np1212	1688323	1688324	1	1	+
bctg00000000_np1212	1688325	1688326	1	1	-
bctg00000000_np1212	1689640	1689641	1	1	+
bctg00000000_np1212	1689792	1689793	1	1	+
bctg00000000_np1212	1689794	1689795	2	1	-
bctg00000000_np1212	1689846	1689847	1	1	-
bctg00000000_np1212	1690052	1690053	1	1	+
bctg00000000_np1212	1690054	1690055	1	1	-
bctg00000000_np1212	1690728	1690729	1	1	-
bctg00000000_np1212	1691064	1691065	1	1	-
bctg00000000_np1212	1692130	1692131	2	0.5	-
bctg00000000_np1212	1692346	1692347	2	1	-
bctg00000000_np1212	1692462	1692463	2	1	-
bctg00000000_np1212	1692533	1692534	2	0	-
bctg00000000_np1212	1692955	1692956	2	1	-
bctg00000000_np1212	1693172	1693173	2	1	-
bctg00000000_np1212	1693936	1693937	2	0.5	-
bctg00000000_np1212	1694094	1694095	2	0.5	-
bctg00000000_np1212	1694119	1694120	2	0.5	-
bctg00000000_np1212	1694135	1694136	1	1	-
bctg00000000_np1212	1694354	1694355	2	0.5	-
bctg00000000_np1212	1694832	1694833	1	1	-
bctg00000000_np1212	1694975	1694976	1	0	-
bctg00000000_np1212	1695192	1695193	2	1	-
bctg00000000_np1212	1696817	1696818	2	1	-
bctg00000000_np1212	1697228	1697229	1	0	-
bctg00000000_np1212	1697544	1697545	1	1	-
bctg00000000_np1212	1697758	1697759	2	1	-
bctg00000000_np1212	1697862	1697863	1	1	-
bctg00000000_np1212	1698129	1698130	2	1	-
bctg00000000_np1212	1698819	1698820	2	0.5	-
bctg00000000_np1212	1699400	1699401	4	1	-
bctg00000000_np1212	1699469	1699470	3	1	-
bctg00000000_np1212	1700576	1700577	3	1	-
bctg00000000_np1212	1700693	1700694	2	0.5	-
bctg00000000_np1212	1700834	1700835	1	1	-
bctg00000000_np1212	1700960	1700961	2	1	-
bctg00000000_np1212	1701626	1701627	1	1	-
bctg00000000_np1212	1701755	1701756	1	1	-
bctg00000000_np1212	1702187	1702188	1	1	-
bctg00000000_np1212	1702767	1702768	1	1	-
bctg00000000_np1212	1704613	1704614	1	1	-
bctg00000000_np1212	1705145	1705146	1	1	-
bctg00000000_np1212	1706499	1706500	1	0	-
bctg00000000_np1212	1706596	1706597	1	1	-
bctg00000000_np1212	1706784	1706785	2	1	-
bctg00000000_np1212	1707495	1707496	2	1	-
bctg00000000_np1212	1707730	1707731	2	1	-
bctg00000000_np1212	1709875	1709876	1	1	+
bctg00000000_np1212	1709877	1709878	2	1	-
bctg00000000_np1212	1710613	1710614	1	1	+
bctg00000000_np1212	1710615	1710616	2	0.5	-
bctg00000000_np1212	1712120	1712121	2	1	+
bctg00000000_np1212	1712177	1712178	2	0.5	+
bctg00000000_np1212	1712179	1712180	1	1	-
bctg00000000_np1212	1712387	1712388	1	1	+
bctg00000000_np1212	1712389	1712390	1	1	-
bctg00000000_np1212	1712631	1712632	1	1	+
bctg00000000_np1212	1712633	1712634	1	1	-
bctg00000000_np1212	1713495	1713496	1	1	+
bctg00000000_np1212	1713497	1713498	1	1	-
bctg00000000_np1212	1713522	1713523	1	1	+
bctg00000000_np1212	1713702	1713703	1	1	+
bctg00000000_np1212	1714017	1714018	1	1	+
bctg00000000_np1212	1714225	1714226	1	1	+
bctg00000000_np1212	1714227	1714228	1	1	-
bctg00000000_np1212	1714555	1714556	1	1	+
bctg00000000_np1212	1714557	1714558	1	1	-
bctg00000000_np1212	1714668	1714669	1	1	+
bctg00000000_np1212	1715045	1715046	1	1	+
bctg00000000_np1212	1715047	1715048	1	1	-
bctg00000000_np1212	1715342	1715343	1	1	+
bctg00000000_np1212	1715344	1715345	1	0	-
bctg00000000_np1212	1716251	1716252	1	1	-
bctg00000000_np1212	1716612	1716613	1	1	+
bctg00000000_np1212	1716614	1716615	1	1	-
bctg00000000_np1212	1717475	1717476	1	1	+
bctg00000000_np1212	1717477	1717478	1	1	-
bctg00000000_np1212	1719348	1719349	1	1	+
bctg00000000_np1212	1719582	1719583	1	1	+
bctg00000000_np1212	1719584	1719585	1	1	-
bctg00000000_np1212	1720533	1720534	1	1	-
bctg00000000_np1212	1720614	1720615	1	0	+
bctg00000000_np1212	1720616	1720617	1	1	-
bctg00000000_np1212	1721331	1721332	1	1	-
bctg00000000_np1212	1721677	1721678	1	1	-
bctg00000000_np1212	1721839	1721840	1	1	-
bctg00000000_np1212	1722521	1722522	1	1	-
bctg00000000_np1212	1723721	1723722	1	1	-
bctg00000000_np1212	1723757	1723758	1	1	-
bctg00000000_np1212	1724012	1724013	1	1	+
bctg00000000_np1212	1724014	1724015	1	1	-
bctg00000000_np1212	1724188	1724189	1	1	+
bctg00000000_np1212	1724670	1724671	2	1	-
bctg00000000_np1212	1724959	1724960	2	1	-
bctg00000000_np1212	1726011	1726012	2	1	-
bctg00000000_np1212	1726801	1726802	1	1	-
bctg00000000_np1212	1726950	1726951	1	1	-
bctg00000000_np1212	1727015	1727016	1	1	-
bctg00000000_np1212	1728047	1728048	2	0.5	-
bctg00000000_np1212	1728685	1728686	2	1	-
bctg00000000_np1212	1728772	1728773	1	1	-
bctg00000000_np1212	1729856	1729857	2	1	-
bctg00000000_np1212	1730259	1730260	3	1	-
bctg00000000_np1212	1730641	1730642	3	1	-
bctg00000000_np1212	1731398	1731399	1	1	-
bctg00000000_np1212	1731734	1731735	3	1	-
bctg00000000_np1212	1731747	1731748	2	1	-
bctg00000000_np1212	1732318	1732319	3	1	-
bctg00000000_np1212	1733865	1733866	2	1	-
bctg00000000_np1212	1734734	1734735	2	1	-
bctg00000000_np1212	1735056	1735057	1	1	+
bctg00000000_np1212	1735058	1735059	2	1	-
bctg00000000_np1212	1735178	1735179	2	1	-
bctg00000000_np1212	1735312	1735313	1	1	+
bctg00000000_np1212	1735314	1735315	3	1	-
bctg00000000_np1212	1735345	1735346	1	1	+
bctg00000000_np1212	1735347	1735348	3	1	-
bctg00000000_np1212	1735620	1735621	1	1	+
bctg00000000_np1212	1735622	1735623	3	1	-
bctg00000000_np1212	1736662	1736663	1	1	+
bctg00000000_np1212	1736664	1736665	1	1	-
bctg00000000_np1212	1737846	1737847	1	1	+
bctg00000000_np1212	1737848	1737849	2	1	-
bctg00000000_np1212	1738346	1738347	1	0	+
bctg00000000_np1212	1738348	1738349	3	1	-
bctg00000000_np1212	1738541	1738542	1	0	+
bctg00000000_np1212	1738543	1738544	3	1	-
bctg00000000_np1212	1738877	1738878	1	1	+
bctg00000000_np1212	1738879	1738880	3	1	-
bctg00000000_np1212	1739171	1739172	1	1	+
bctg00000000_np1212	1739173	1739174	1	1	-
bctg00000000_np1212	1739486	1739487	1	1	+
bctg00000000_np1212	1739488	1739489	3	1	-
bctg00000000_np1212	1739816	1739817	2	0.5	+
bctg00000000_np1212	1739818	1739819	1	0	-
bctg00000000_np1212	1740053	1740054	2	1	+
bctg00000000_np1212	1740055	1740056	1	1	-
bctg00000000_np1212	1740373	1740374	2	1	+
bctg00000000_np1212	1740375	1740376	2	1	-
bctg00000000_np1212	1741932	1741933	1	0	+
bctg00000000_np1212	1741934	1741935	3	0.3333	-
bctg00000000_np1212	1742064	1742065	3	1	-
bctg00000000_np1212	1742496	1742497	1	1	+
bctg00000000_np1212	1742498	1742499	2	1	-
bctg00000000_np1212	1743426	1743427	1	1	+
bctg00000000_np1212	1743428	1743429	3	1	-
bctg00000000_np1212	1743459	1743460	1	1	+
bctg00000000_np1212	1743461	1743462	3	1	-
bctg00000000_np1212	1743537	1743538	1	1	+
bctg00000000_np1212	1743539	1743540	3	1	-
bctg00000000_np1212	1743651	1743652	1	1	+
bctg00000000_np1212	1743653	1743654	3	0.6667	-
bctg00000000_np1212	1743852	1743853	1	1	+
bctg00000000_np1212	1743854	1743855	2	1	-
bctg00000000_np1212	1744157	1744158	1	1	+
bctg00000000_np1212	1744159	1744160	2	1	-
bctg00000000_np1212	1744908	1744909	2	1	+
bctg00000000_np1212	1744910	1744911	2	1	-
bctg00000000_np1212	1745411	1745412	1	1	+
bctg00000000_np1212	1745413	1745414	1	1	-
bctg00000000_np1212	1745993	1745994	1	0	+
bctg00000000_np1212	1745995	1745996	2	0.5	-
bctg00000000_np1212	1746801	1746802	2	1	+
bctg00000000_np1212	1746803	1746804	2	0.5	-
bctg00000000_np1212	1746849	1746850	2	1	+
bctg00000000_np1212	1746851	1746852	2	1	-
bctg00000000_np1212	1747216	1747217	2	1	+
bctg00000000_np1212	1747218	1747219	2	1	-
bctg00000000_np1212	1747489	1747490	2	1	-
bctg00000000_np1212	1747557	1747558	1	0	-
bctg00000000_np1212	1747980	1747981	1	1	-
bctg00000000_np1212	1748591	1748592	1	1	-
bctg00000000_np1212	1749137	1749138	2	1	-
bctg00000000_np1212	1749239	1749240	1	1	-
bctg00000000_np1212	1749250	1749251	2	0.5	-
bctg00000000_np1212	1749616	1749617	3	0.6667	-
bctg00000000_np1212	1749761	1749762	3	1	-
bctg00000000_np1212	1751279	1751280	1	1	+
bctg00000000_np1212	1751281	1751282	2	0.5	-
bctg00000000_np1212	1751348	1751349	1	1	+
bctg00000000_np1212	1751350	1751351	2	1	-
bctg00000000_np1212	1751912	1751913	1	0	+
bctg00000000_np1212	1751914	1751915	2	1	-
bctg00000000_np1212	1752683	1752684	2	0.5	+
bctg00000000_np1212	1752685	1752686	2	1	-
bctg00000000_np1212	1752958	1752959	2	1	+
bctg00000000_np1212	1752960	1752961	2	1	-
bctg00000000_np1212	1753002	1753003	1	1	+
bctg00000000_np1212	1753004	1753005	1	0	-
bctg00000000_np1212	1753314	1753315	3	1	+
bctg00000000_np1212	1753316	1753317	1	1	-
bctg00000000_np1212	1753438	1753439	3	1	+
bctg00000000_np1212	1753440	1753441	1	1	-
bctg00000000_np1212	1753538	1753539	2	1	+
bctg00000000_np1212	1753540	1753541	1	1	-
bctg00000000_np1212	1753607	1753608	1	1	+
bctg00000000_np1212	1753609	1753610	1	1	-
bctg00000000_np1212	1753632	1753633	1	1	+
bctg00000000_np1212	1753634	1753635	1	1	-
bctg00000000_np1212	1754419	1754420	2	1	+
bctg00000000_np1212	1754421	1754422	1	1	-
bctg00000000_np1212	1754473	1754474	3	1	+
bctg00000000_np1212	1754475	1754476	1	1	-
bctg00000000_np1212	1754608	1754609	3	1	+
bctg00000000_np1212	1754610	1754611	1	1	-
bctg00000000_np1212	1754863	1754864	2	1	+
bctg00000000_np1212	1755447	1755448	1	1	+
bctg00000000_np1212	1755577	1755578	1	1	+
bctg00000000_np1212	1755740	1755741	1	1	+
bctg00000000_np1212	1755742	1755743	1	1	-
bctg00000000_np1212	1755836	1755837	2	1	+
bctg00000000_np1212	1755838	1755839	1	1	-
bctg00000000_np1212	1756543	1756544	2	1	+
bctg00000000_np1212	1757039	1757040	2	1	+
bctg00000000_np1212	1757041	1757042	1	1	-
bctg00000000_np1212	1757061	1757062	1	1	-
bctg00000000_np1212	1757912	1757913	1	1	+
bctg00000000_np1212	1759454	1759455	2	1	+
bctg00000000_np1212	1760024	1760025	2	1	+
bctg00000000_np1212	1760272	1760273	2	1	+
bctg00000000_np1212	1760487	1760488	1	1	+
bctg00000000_np1212	1760607	1760608	1	1	+
bctg00000000_np1212	1760826	1760827	1	1	+
bctg00000000_np1212	1761144	1761145	1	1	+
bctg00000000_np1212	1761146	1761147	1	1	-
bctg00000000_np1212	1761249	1761250	1	1	+
bctg00000000_np1212	1761251	1761252	1	1	-
bctg00000000_np1212	1762145	1762146	1	1	-
bctg00000000_np1212	1762711	1762712	1	1	-
bctg00000000_np1212	1762974	1762975	1	1	+
bctg00000000_np1212	1762976	1762977	1	1	-
bctg00000000_np1212	1763032	1763033	1	1	-
bctg00000000_np1212	1763146	1763147	1	0	+
bctg00000000_np1212	1763148	1763149	1	1	-
bctg00000000_np1212	1763954	1763955	1	1	+
bctg00000000_np1212	1763956	1763957	2	1	-
bctg00000000_np1212	1764425	1764426	2	1	-
bctg00000000_np1212	1765074	1765075	1	1	+
bctg00000000_np1212	1765076	1765077	1	1	-
bctg00000000_np1212	1765572	1765573	1	1	+
bctg00000000_np1212	1765762	1765763	1	1	+
bctg00000000_np1212	1765764	1765765	1	1	-
bctg00000000_np1212	1766709	1766710	1	1	+
bctg00000000_np1212	1766711	1766712	2	1	-
bctg00000000_np1212	1767227	1767228	1	1	+
bctg00000000_np1212	1767229	1767230	2	1	-
bctg00000000_np1212	1767512	1767513	2	1	-
bctg00000000_np1212	1767861	1767862	2	1	-
bctg00000000_np1212	1768047	1768048	1	1	-
bctg00000000_np1212	1768152	1768153	2	1	-
bctg00000000_np1212	1768180	1768181	2	1	-
bctg00000000_np1212	1768323	1768324	2	1	-
bctg00000000_np1212	1769248	1769249	1	1	-
bctg00000000_np1212	1769695	1769696	1	1	-
bctg00000000_np1212	1769886	1769887	1	1	-
bctg00000000_np1212	1770285	1770286	1	1	-
bctg00000000_np1212	1771082	1771083	1	1	+
bctg00000000_np1212	1771084	1771085	1	1	-
bctg00000000_np1212	1771333	1771334	1	1	+
bctg00000000_np1212	1771335	1771336	1	1	-
bctg00000000_np1212	1771582	1771583	1	1	+
bctg00000000_np1212	1772313	1772314	1	1	+
bctg00000000_np1212	1772806	1772807	1	1	+
bctg00000000_np1212	1773292	1773293	1	1	+
bctg00000000_np1212	1773888	1773889	1	1	+
bctg00000000_np1212	1774246	1774247	1	1	-
bctg00000000_np1212	1774502	1774503	1	1	-
bctg00000000_np1212	1775062	1775063	1	1	+
bctg00000000_np1212	1775064	1775065	1	1	-
bctg00000000_np1212	1775390	1775391	1	1	+
bctg00000000_np1212	1775449	1775450	1	1	+
bctg00000000_np1212	1775451	1775452	1	1	-
bctg00000000_np1212	1775751	1775752	1	0	+
bctg00000000_np1212	1777213	1777214	1	1	+
bctg00000000_np1212	1777591	1777592	2	1	+
bctg00000000_np1212	1777593	1777594	2	1	-
bctg00000000_np1212	1777740	1777741	2	0.5	+
bctg00000000_np1212	1777742	1777743	2	1	-
bctg00000000_np1212	1777855	1777856	2	1	+
bctg00000000_np1212	1777857	1777858	2	1	-
bctg00000000_np1212	1777876	1777877	2	1	+
bctg00000000_np1212	1777878	1777879	2	1	-
bctg00000000_np1212	1778574	1778575	1	1	+
bctg00000000_np1212	1778576	1778577	2	1	-
bctg00000000_np1212	1778599	1778600	1	1	+
bctg00000000_np1212	1778601	1778602	1	1	-
bctg00000000_np1212	1779216	1779217	1	1	+
bctg00000000_np1212	1779218	1779219	1	1	-
bctg00000000_np1212	1779360	1779361	1	1	+
bctg00000000_np1212	1779362	1779363	2	1	-
bctg00000000_np1212	1779678	1779679	1	1	+
bctg00000000_np1212	1779861	1779862	1	0	+
bctg00000000_np1212	1779863	1779864	2	0.5	-
bctg00000000_np1212	1779930	1779931	2	1	+
bctg00000000_np1212	1779932	1779933	2	1	-
bctg00000000_np1212	1780008	1780009	2	1	+
bctg00000000_np1212	1780010	1780011	1	1	-
bctg00000000_np1212	1780173	1780174	2	1	+
bctg00000000_np1212	1780175	1780176	2	1	-
bctg00000000_np1212	1780218	1780219	2	1	+
bctg00000000_np1212	1780220	1780221	2	1	-
bctg00000000_np1212	1780329	1780330	1	1	+
bctg00000000_np1212	1780331	1780332	2	1	-
bctg00000000_np1212	1780564	1780565	1	1	+
bctg00000000_np1212	1780566	1780567	2	1	-
bctg00000000_np1212	1780875	1780876	1	1	+
bctg00000000_np1212	1780877	1780878	1	1	-
bctg00000000_np1212	1781094	1781095	2	0.5	+
bctg00000000_np1212	1781096	1781097	1	1	-
bctg00000000_np1212	1781183	1781184	2	1	+
bctg00000000_np1212	1781185	1781186	1	1	-
bctg00000000_np1212	1782015	1782016	1	1	+
bctg00000000_np1212	1782017	1782018	1	1	-
bctg00000000_np1212	1782021	1782022	2	1	+
bctg00000000_np1212	1782023	1782024	1	1	-
bctg00000000_np1212	1782086	1782087	2	1	+
bctg00000000_np1212	1782088	1782089	1	1	-
bctg00000000_np1212	1782692	1782693	2	1	+
bctg00000000_np1212	1782694	1782695	1	1	-
bctg00000000_np1212	1783058	1783059	2	1	+
bctg00000000_np1212	1783060	1783061	1	1	-
bctg00000000_np1212	1783411	1783412	2	1	+
bctg00000000_np1212	1783413	1783414	1	1	-
bctg00000000_np1212	1783796	1783797	1	1	+
bctg00000000_np1212	1783798	1783799	1	1	-
bctg00000000_np1212	1784026	1784027	1	1	+
bctg00000000_np1212	1784028	1784029	1	0	-
bctg00000000_np1212	1784338	1784339	1	1	+
bctg00000000_np1212	1784340	1784341	1	1	-
bctg00000000_np1212	1784367	1784368	1	1	+
bctg00000000_np1212	1784369	1784370	1	1	-
bctg00000000_np1212	1784735	1784736	1	1	+
bctg00000000_np1212	1784737	1784738	1	1	-
bctg00000000_np1212	1785092	1785093	1	1	+
bctg00000000_np1212	1785094	1785095	1	1	-
bctg00000000_np1212	1786103	1786104	1	1	+
bctg00000000_np1212	1786105	1786106	2	1	-
bctg00000000_np1212	1786825	1786826	2	1	+
bctg00000000_np1212	1786827	1786828	1	1	-
bctg00000000_np1212	1786884	1786885	1	1	+
bctg00000000_np1212	1786886	1786887	1	1	-
bctg00000000_np1212	1787194	1787195	2	0.5	+
bctg00000000_np1212	1787196	1787197	2	0.5	-
bctg00000000_np1212	1787666	1787667	2	0.5	+
bctg00000000_np1212	1787668	1787669	2	1	-
bctg00000000_np1212	1788401	1788402	1	1	+
bctg00000000_np1212	1788403	1788404	2	1	-
bctg00000000_np1212	1788482	1788483	1	1	+
bctg00000000_np1212	1788484	1788485	2	1	-
bctg00000000_np1212	1788869	1788870	1	1	+
bctg00000000_np1212	1788871	1788872	2	1	-
bctg00000000_np1212	1789019	1789020	1	1	+
bctg00000000_np1212	1789238	1789239	1	1	+
bctg00000000_np1212	1789240	1789241	1	1	-
bctg00000000_np1212	1789980	1789981	2	0.5	+
bctg00000000_np1212	1789982	1789983	1	1	-
bctg00000000_np1212	1790075	1790076	2	1	+
bctg00000000_np1212	1790189	1790190	2	1	+
bctg00000000_np1212	1790191	1790192	1	1	-
bctg00000000_np1212	1790653	1790654	2	1	+
bctg00000000_np1212	1790911	1790912	1	1	-
bctg00000000_np1212	1790946	1790947	2	0.5	+
bctg00000000_np1212	1790948	1790949	1	1	-
bctg00000000_np1212	1791234	1791235	2	1	+
bctg00000000_np1212	1791380	1791381	2	1	+
bctg00000000_np1212	1791382	1791383	1	1	-
bctg00000000_np1212	1792062	1792063	2	1	+
bctg00000000_np1212	1792064	1792065	1	1	-
